Campo Formativo,Materia,Grado,Contenido,Proceso de Desarrollo de Aprendizaje (PDA)
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Reconoce los costos sociales del Milagro Mexicano y el carácter autoritario y represor con el que actuó el Estado mexicano ante las demandas del movimiento magisterial (1958), la huelga ferrocarrilera (1959) y el movimiento médico (1964-1965)."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Indaga acerca de la influencia de la Revolución Cubana en México y evidencia su impacto.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Recupera información de crónicas y narrativas de participantes del movimiento estudiantil de 1968, la analiza y construye hipótesis propias sobre sus causas y consecuencias."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Reflexiona a partir de su condición de estudiante, acerca de la perspectiva histórica de las y los jóvenes que participaron en este movimiento."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Emite juicios acerca del trato y la respuesta que el gobierno de Gustavo Díaz Ordaz dio al movimiento estudiantil de 1968.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Analiza y caracteriza las políticas de los gobiernos del periodo de las crisis económicas de 1970 a 1982; ubica cambios y permanencias con relación a los gobiernos anteriores.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Identifica cambios que incorporaron los gobiernos neoliberales entre 1982 y 2000 en la política, la economía y la sociedad, con respecto a las políticas de los gobiernos del Nacionalismo Revolucionario."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Explica las causas y el contexto en que se instauró el neoliberalismo en México.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Describe cómo el neoliberalismo implica progreso para algunos segmentos sociales y retroceso para otros; asume una posición desde sus condiciones de vida.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Reconoce cómo se gestan formas de organización alternativa en un escenario dominado por políticas neoliberales: la respuesta solidaria de la gente después del sismo de 1985 y la articulación del movimiento urbano popular; la movilización popular después del proceso electoral de 1988 y el movimiento magisterial de 1989.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Revisa la evolución de la política del Estado mexicano hacia los pueblos indígenas desde el exterminio y el despojo (siglo XIX) hasta la integración y la cultura dominante del mestizaje (siglo XX).
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Resignifica, visibiliza y reconoce la presencia de los pueblos indígenas y asume prácticas de convivencia inclusivas e igualitarias."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Comprende la noción de territorio y naturaleza que poseen los pueblos indígenas, así como sus demandas por la autonomía, el autogobierno y la democracia."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Analiza y comprende las causas del levantamiento zapatista de 1994 en Chiapas y sus repercusiones en los ámbitos nacional e internacional.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Analiza y comprende las causas y consecuencias de la Segunda Revolución Industrial y su aporte a la consolidación del capitalismo como sistema económico mundial.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Explica las causas de la Primera Guerra Mundial y las vincula históricamente con hechos o procesos pasados o que suceden simultáneamente con los que están relacionados.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Amplía el alcance de este tiempo histórico al vincular las causas con hechos o sucesos posteriores con los que tengan relación.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Elabora una cronología de los eventos que abarca la Primera Guerra Mundial y la utiliza de base para entramar los hechos contenidos con las consecuencias de este conflicto bélico.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Compara la situación en que se colocaron los países participantes al final de la guerra.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Aborda la Revolución Rusa de 1917 como un punto de ruptura en la historia de esta nación y del mundo.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Genera hipótesis acerca del surgimiento de la Unión Soviética como contrapeso del sistema capitalista.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Explica la lógica en la que se desarrolla la crisis de 1929 y describe sus efectos.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,"Problematiza acerca del surgimiento del fascismo y las características que adquirió en Alemania, Italia y España."
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Recaba información y genera hipótesis acerca de la Guerra Civil Española.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Valora la actitud del gobierno de Lázaro Cárdenas al recibir al exilio español y el impacto de este en la sociedad mexicana.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Explica las causas de la Segunda Guerra Mundial y las vincula históricamente con causas o consecuencias de la Primera Guerra Mundial.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Diseña un organizador cronológico de los eventos que abarca la Segunda Guerra Mundial y lo utiliza para dar cuenta del desarrollo del conflicto.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Establece similitudes y diferencias entre las consecuencias de la Primera y la Segunda Guerra Mundial.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Indaga las causas de la incorporación de México en el conflicto y la forma en que lo hizo.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,"Genera hipótesis acerca del periodo histórico conocido como posguerra; usa conceptos como mundo bipolar, conformación de bloques, Guerra Fría, sistemas de alianzas y conflictos regionales."
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Analiza el proceso en que los comunistas chinos toman el poder en este país y su inserción en el ámbito internacional.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Indaga acerca de la descolonización de África y advierte cómo se insertan en este proceso las tensiones de la posguerra.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Analiza las causas y el sentido de la carrera armamentista nuclear desatada después de la Segunda Guerra Mundial y advierte sus implicaciones en el presente.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,"Indaga causas, desarrollo y desenlace de la guerra de Corea y establece su vinculación con la Guerra Fría."
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,"Indaga causas, desarrollo y desenlace de la guerra de Vietnam; reflexiona y obtiene conclusiones respecto de la intervención de Francia y Estados Unidos en este conflicto."
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Genera hipótesis e interpretaciones de la postura estadounidense acerca de la Revolución Cubana y las razones para mantener un bloqueo económico sobre la isla desde 1962.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Elabora un organizador cronológico de la carrera espacial e inserta este proceso en el contexto del mundo bipolar.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Analiza y comprende las causas de la desintegración del bloque socialista; interpreta el simbolismo de la caída del muro de Berlín.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,"Ubica causas, desarrollo y desenlace de la guerra del Golfo Pérsico (1990 - 1991) y la contextualiza en un escenario unipolar."
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Analiza la elección de Nelson Mandela como presidente de Sudáfrica el 10 de mayo de 1994.
"Ética, Naturaleza y Sociedades",Historia,3º,Las tensiones en el siglo XX.,Analiza y comprende las causas de la creación de la Unión Europea.
"Ética, Naturaleza y Sociedades",Historia,1º,La construcción histórica de las ideas sobre las juventudes e infancias.,Identifica las ideas y representaciones de las personas de acuerdo con su edad en diversos momentos históricos.
"Ética, Naturaleza y Sociedades",Historia,1º,La construcción histórica de las ideas sobre las juventudes e infancias.,"Comprende los cambios y permanencias en las características y tareas que las sociedades asignan a las personas, de acuerdo con su edad."
"Ética, Naturaleza y Sociedades",Historia,1º,La construcción histórica de las ideas sobre las juventudes e infancias.,"Explica, con base en fuentes, las actividades asignadas a las personas según su edad en sociedades y momentos históricos diversos."
"Ética, Naturaleza y Sociedades",Historia,1º,Las mujeres y sus historias.,Revisa fuentes históricas para identificar la participación de las mujeres en la sociedad en diversos momentos históricos.
"Ética, Naturaleza y Sociedades",Historia,1º,Las mujeres y sus historias.,"Indaga sobre el protagonismo social de las mujeres en diferentes procesos históricos, para reconocer la relevancia de su participación."
"Ética, Naturaleza y Sociedades",Historia,1º,Las mujeres y sus historias.,Contrasta fuentes históricas para identificar cambios y permanencias en la participación de las mujeres en diversos momentos históricos.
"Ética, Naturaleza y Sociedades",Historia,1º,Las mujeres y sus historias.,Analiza los testimonios producidos por las mujeres en distintos momentos históricos.
"Ética, Naturaleza y Sociedades",Historia,1º,Las mujeres y sus historias.,Argumenta las causas de los principales cambios históricos que ha tenido la participación social de las mujeres.
"Ética, Naturaleza y Sociedades",Historia,1º,Las mujeres y sus historias.,Argumenta cómo el “deber ser” de las mujeres ha cambiado a través del tiempo.
"Ética, Naturaleza y Sociedades",Historia,1º,Las luchas de las mujeres por sus derechos.,Identifica los orígenes históricos de movimientos y organizaciones de mujeres en la lucha por la igualdad y el reconocimiento de sus derechos.
"Ética, Naturaleza y Sociedades",Historia,1º,Las luchas de las mujeres por sus derechos.,Comprende los cambios y permanencias en las luchas de las mujeres por una vida igualitaria y libre de violencia.
"Ética, Naturaleza y Sociedades",Historia,1º,Las luchas de las mujeres por sus derechos.,Analiza las causas de los movimientos feministas y reconoce el marco normativo nacional e internacional que protege los derechos de las mujeres.
"Ética, Naturaleza y Sociedades",Historia,1º,Relaciones de poder y lucha por los derechos de grupos históricamente discriminados o subrepresentados,"Identifica las problemáticas de violencia hacia pueblos originarios, afrodescendientes, migrantes y comunidad LGBTTTIQ+ en distintos procesos históricos."
"Ética, Naturaleza y Sociedades",Historia,1º,Relaciones de poder y lucha por los derechos de grupos históricamente discriminados o subrepresentados,"Argumenta sobre los cambios y permanencias en la lucha por erradicar la violencia hacia pueblos originarios, afrodescendientes, migrantes y comunidad LGBTTTIQ+ en distintos procesos históricos."
"Ética, Naturaleza y Sociedades",Historia,1º,"Discriminación, racismo, sexismo y prejuicios como construcciones históricas.",Identifica las causas históricas del racismo y la xenofobia y las relaciona críticamente con sus consecuencias.
"Ética, Naturaleza y Sociedades",Historia,1º,"Discriminación, racismo, sexismo y prejuicios como construcciones históricas.",Analiza la relevancia histórica del racismo en la justificación de actos que atentaron contra la vida de personas o grupos.
"Ética, Naturaleza y Sociedades",Historia,1º,"Discriminación, racismo, sexismo y prejuicios como construcciones históricas.",Comprende las causas y consecuencias históricas del racismo y propone acciones en su vida cotidiana y en la de su comunidad escolar para combatirlo.
"Ética, Naturaleza y Sociedades",Historia,1º,"Movilidades humanas, migraciones y nuevos escenarios para la vida.",Comprende procesos históricos relevantes en los que grupos humanos se desplazaron por los territorios a lo largo del tiempo.
"Ética, Naturaleza y Sociedades",Historia,1º,"Movilidades humanas, migraciones y nuevos escenarios para la vida.",Explica procesos históricos relevantes en los que grupos humanos se desplazaron por territorios en periodos de tiempo de corta o larga duración.
"Ética, Naturaleza y Sociedades",Historia,1º,"Amor, amistad, familias y relaciones entre las personas en la historia.","Comprende que la forma en la que las personas piensan y actúan en relación con el amor, la amistad y las familias se construye en la sociedad y cambia históricamente."
"Ética, Naturaleza y Sociedades",Historia,1º,"Amor, amistad, familias y relaciones entre las personas en la historia.","Explica los cambios que las concepciones sobre el amor, la amistad y las familias han tenido a lo largo del tiempo y en diversos contextos sociales y geográficos."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,Grupos sociales y culturales en la conformación de las identidades juveniles.,"Valora la diversidad de grupos e identidades juveniles en la escuela y en la comunidad y fortalece el respeto a formas de ser, pensar y expresarse en el marco de los derechos humanos."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,Grupos sociales y culturales en la conformación de las identidades juveniles.,"Argumenta sobre el derecho a pertenecer a una cultura, grupo social, económico, ideológico, sexual o de género, entre otros, para exigir el respeto a las identidades juveniles."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,Grupos sociales y culturales en la conformación de las identidades juveniles.,"Promueve espacios de participación juvenil, presenciales o virtuales, para construir comunidades que promuevan la colaboración, el respeto y el ejercicio de los derechos de niñas, niños y adolescentes."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,Los derechos humanos en México y en el mundo como valores compartidos por las sociedades actuales.,"Propone acciones orientadas a fortalecer la igualdad de derechos, el bienestar colectivo y el respeto a la dignidad humana en poblaciones históricamente marginadas y vulneradas."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,Los derechos humanos en México y en el mundo como valores compartidos por las sociedades actuales.,Asume una postura crítica acerca de la vigencia de los derechos humanos como valores compartidos por distintas sociedades del mundo.
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,Los derechos humanos en México y en el mundo como valores compartidos por las sociedades actuales.,"Debate acerca de la importancia de defender y exigir el respeto a los derechos humanos, como un reto de las sociedades actuales para vivir con dignidad, libertad, justicia e inclusión."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,Movimientos sociales y políticos por los derechos humanos en el mundo y en México.,"Explica la trascendencia de los movimientos sociales y políticos en México y América Latina, para garantizar el ejercicio de derechos económicos, políticos y sociales de las personas y sociedades."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,Movimientos sociales y políticos por los derechos humanos en el mundo y en México.,Asume una postura ética acerca de los movimientos sociales y políticos que originaron los derechos humanos en el mundo y su influencia en México.
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,Movimientos sociales y políticos por los derechos humanos en el mundo y en México.,Asume una postura ética sobre los movimientos sociales y políticos en la actualidad y participa en acciones para promover y defender los derechos humanos.
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,Consecuencias de la desigualdad en la calidad de vida de las personas y comunidades.,Analiza las causas que dan origen a las diferencias en la calidad de vida de la población en México y el mundo y las compara con su derecho a la igualdad sustantiva y a una vida digna.
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,Consecuencias de la desigualdad en la calidad de vida de las personas y comunidades.,Explica las consecuencias de la desigualdad socioeconómica en la calidad de vida de la población y propone acciones que garanticen el derecho a una vida digna y justa.
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,Consecuencias de la desigualdad en la calidad de vida de las personas y comunidades.,"Actúa éticamente para reducir las desigualdades, fomentando el respeto y la solidaridad en los pueblos más vulnerados en su comunidad, México y América Latina."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,"Normas, leyes, instituciones y organizaciones encargadas de proteger, defender y exigir la aplicación de los derechos humanos en la convivencia diaria.",Aprecia los beneficios de participar en la construcción y aplicación de normas y leyes para garantizar la convivencia y el ejercicio de los derechos humanos en la comunidad y el país.
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,"Normas, leyes, instituciones y organizaciones encargadas de proteger, defender y exigir la aplicación de los derechos humanos en la convivencia diaria.","Participa en la creación y transformación de normas y leyes que aplican en distintos contextos, orientadas a favorecer la igualdad, la libertad, la justicia y los derechos humanos."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,"Normas, leyes, instituciones y organizaciones encargadas de proteger, defender y exigir la aplicación de los derechos humanos en la convivencia diaria.","Analiza la función de instituciones y organizaciones nacionales e internacionales, para demandar la aplicación de normas y leyes que defienden y exigen respeto a los derechos humanos."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,El conflicto en la convivencia humana desde la cultura de paz.,"Analiza distintos tipos de conflictos en sus espacios de convivencia, su estructura y formas de solucionarlos desde la cultura de paz como una oportunidad de crecimiento personal y social."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,El conflicto en la convivencia humana desde la cultura de paz.,"Propone distintas formas de resolver conflictos sociales y políticos ocurridos en México y América Latina, para generar estrategias de mediación desde la cultura de paz."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,El conflicto en la convivencia humana desde la cultura de paz.,Valora la resolución pacífica de conflictos sociales y políticos en México y el mundo y gestiona estrategias de participación y transformación social hacia una cultura de paz.
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,La cultura de paz y la creación de ambientes que garanticen el respeto a la vida y la dignidad del ser humano.,"Comprende la influencia que tiene la cultura de paz en la convivencia escolar, familiar y comunitaria, para favorecer ambientes libres de discriminación y racismo."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,La cultura de paz y la creación de ambientes que garanticen el respeto a la vida y la dignidad del ser humano.,"Aplica la cultura de paz para tomar decisiones responsables en contextos presenciales y virtuales que promuevan el respeto a la dignidad, la diversidad, la inclusión y la interculturalidad."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,La cultura de paz y la creación de ambientes que garanticen el respeto a la vida y la dignidad del ser humano.,"Colabora con personas de la escuela, la comunidad, el país y el mundo, para rechazar y denunciar la violencia, así como fortalecer el tejido social mediante acciones orientadas hacia una cultura de paz."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,"Personas, grupos y organizaciones a favor de la cultura de paz.","Aprecia las acciones de personas, grupos u organizaciones en México a favor de la cultura de paz para promover ambientes libres de violencia."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,"Personas, grupos y organizaciones a favor de la cultura de paz.","Analiza las acciones de personas, grupos u organizaciones realizadas en México y América Latina para promover actitudes, valores y comportamientos basados en una cultura de paz."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,"Personas, grupos y organizaciones a favor de la cultura de paz.","Valora las acciones que personas, grupos u organizaciones han realizado en México y América Latina para resolver los conflictos territoriales, políticos y sociales de manera no violenta y a favor de la cultura de paz."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,Principios éticos como referentes para un desarrollo sustentable.,"Reflexiona éticamente acerca de la relación de las comunidades con su contexto socionatural para impulsar acciones que promuevan el desarrollo sustentable, así como actitudes de cuidado y respeto a otros seres vivos."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,Principios éticos como referentes para un desarrollo sustentable.,"Evalúa la contribución de la ética en las prácticas de producción, distribución y consumo de bienes y servicios, para generar alternativas de desarrollo sustentables."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,Principios éticos como referentes para un desarrollo sustentable.,"Implementa acciones de colaboración, reciprocidad, solidaridad y de participación igualitaria como valores para un desarrollo sustentable."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,"Igualdad sustantiva en el marco de la interculturalidad, la inclusión y la perspectiva de género.","Aprecia la interculturalidad y el respeto al derecho a la igualdad sustantiva para establecer relaciones incluyentes y respetuosas de la diversidad, rechazando la discriminación y el racismo."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,"Igualdad sustantiva en el marco de la interculturalidad, la inclusión y la perspectiva de género.","Elabora juicios éticos sobre problemas de injusticia y discriminación que afectan la igualdad sustantiva y realiza propuestas congruentes con el respeto a la inclusión, la interculturalidad y la perspectiva de género."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,"Igualdad sustantiva en el marco de la interculturalidad, la inclusión y la perspectiva de género.","Participa en acciones dirigidas a reducir brechas de desigualdad para promover y fortalecer la interculturalidad, la inclusión y la perspectiva de género."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,"Medidas de protección y mecanismos de denuncia en el rechazo a la violencia de género, sexual y la trata de personas.","Analiza situaciones de violencia escolar, de género, sexual y la trata de personas, con base en la perspectiva de género y demanda la aplicación de medidas de prevención y protección para garantizar el derecho a una vida libre de violencia."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,"Medidas de protección y mecanismos de denuncia en el rechazo a la violencia de género, sexual y la trata de personas.","Compara los tipos de violencia escolar, de género y la trata de personas e identifica medidas de protección y mecanismos de denuncia, así como acciones de organizaciones e instituciones que buscan garantizar el derecho a una vida libre de violencia."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,"Medidas de protección y mecanismos de denuncia en el rechazo a la violencia de género, sexual y la trata de personas.","Propone acciones de denuncia en contextos presenciales y en las redes sociales para garantizar el derecho a una vida libre de violencia de género, sexual y la trata de personas."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,Principios y valores de la cultura democrática como forma de gobierno y de vida.,"Aprecia en los principios y valores de la democracia una forma de vida y de gobierno, para tomar decisiones que fortalezcan la convivencia en los espacios donde participa."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,Principios y valores de la cultura democrática como forma de gobierno y de vida.,"Propone acciones para fortalecer en su entorno los rasgos del Estado de derecho democrático como el imperio de la ley, la división de poderes, los contrapesos de poder y el respeto a los derechos humanos."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,Principios y valores de la cultura democrática como forma de gobierno y de vida.,"Participa de manera activa, responsable e informada en la promoción, defensa y reivindicación de los principios y valores de la democracia."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,Proyectos como un recurso para atender problemáticas de la comunidad desde una ciudadanía democrática.,"Participa en actividades y proyectos en su entorno escolar y social, en donde aplica mecanismos de participación democrática y los rasgos de la ciudadanía responsable y crítica."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,Proyectos como un recurso para atender problemáticas de la comunidad desde una ciudadanía democrática.,"Elabora proyectos orientados a resolver necesidades y problemas relacionados con la violencia escolar y de género, aprovechando los recursos de la ciudadanía digital."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,Proyectos como un recurso para atender problemáticas de la comunidad desde una ciudadanía democrática.,"Colabora en proyectos con la comunidad para responder a necesidades colectivas en sus dimensiones política, civil y social, así como para transformar las condiciones que atentan contra los derechos humanos y la cultura democrática en diversos contextos."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,"Instituciones, organizaciones y mecanismos de representación democrática.","Aprecia la función de las instituciones y organizaciones sociales y políticas, así como de los mecanismos de participación y representación ciudadana, que fortalecen la vida democrática."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,"Instituciones, organizaciones y mecanismos de representación democrática.","Destaca la importancia de la participación ciudadana, organizaciones sociales y partidos políticos en México, para evaluar los alcances y límites del gobierno democrático."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,"Instituciones, organizaciones y mecanismos de representation democrática.",Valora los retos que enfrenta la democracia en México y el mundo para involucrarse en su fortalecimiento.
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,Principios y valores de la cultura democrática como forma de gobierno y de vida.,"Aprecia en los principios y valores de la democracia una forma de vida y de gobierno, para tomar decisiones que fortalezcan la convivencia en los espacios donde participa."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,Principios y valores de la cultura democrática como forma de gobierno y de vida.,"Propone acciones para fortalecer en su entorno los rasgos del Estado de derecho democrático como el imperio de la ley, la división de poderes, los contrapesos de poder y el respeto a los derechos humanos."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,Principios y valores de la cultura democrática como forma de gobierno y de vida.,"Participa de manera activa, responsable e informada en la promoción, defensa y reivindicación de los principios y valores de la democracia."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,Proyectos como un recurso para atender problemáticas de la comunidad desde una ciudadanía democrática.,"Participa en actividades y proyectos en su entorno escolar y social, en donde aplica mecanismos de participación democrática y los rasgos de la ciudadanía responsable y crítica."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,Proyectos como un recurso para atender problemáticas de la comunidad desde una ciudadanía democrática.,"Elabora proyectos orientados a resolver necesidades y problemas relacionados con la violencia escolar y de género, aprovechando los recursos de la ciudadanía digital."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,Proyectos como un recurso para atender problemáticas de la comunidad desde una ciudadanía democrática.,"Colabora en proyectos con la comunidad para responder a necesidades colectivas en sus dimensiones política, civil y social, así como para transformar las condiciones que atentan contra los derechos humanos y la cultura democrática en diversos contextos."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,"Instituciones, organizaciones y mecanismos de representación democrática.","Aprecia la función de las instituciones y organizaciones sociales y políticas, así como de los mecanismos de participación y representación ciudadana, que fortalecen la vida democrática."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,"Instituciones, organizaciones y mecanismos de representación democrática.","Destaca la importancia de la participación ciudadana, organizaciones sociales y partidos políticos en México, para evaluar los alcances y límites del gobierno democrático."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,"Instituciones, organizaciones y mecanismos de representation democrática.",Valora los retos que enfrenta la democracia en México y el mundo para involucrarse en su fortalecimiento.
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,"Defensa del derecho al acceso a la protección de datos personales, a la información, la transparencia y la rendición de cuentas en un gobierno democrático.","Destaca la importancia de que las servidoras y los servidores públicos y representantes populares desempeñen sus funciones con honestidad, transparencia y legalidad."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,"Defensa del derecho al acceso a la protección de datos personales, a la información, la transparencia y la rendición de cuentas en un gobierno democrático.",Aprecia la participación ciudadana para exigir a las autoridades que cumplan sus funciones y administren los recursos públicos para beneficio de la sociedad.
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,"Defensa del derecho al acceso a la protección de datos personales, a la información, la transparencia y la rendición de cuentas en un gobierno democrático.","Analiza el actuar de partidos políticos, organizaciones, gobiernos y las servidoras y los servidores públicos, mediante el acceso a la información, transparencia y rendición de cuentas, para exigir una gestión que proteja los datos personales de la ciudadanía y fortalezca la cultura de la legalidad en México."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,1º,El derecho a la salud y la prevención en el consumo de drogas.,"Reconoce que el consumo de drogas afecta el derecho a la dignidad y la salud de las personas, y demanda la aplicación de medidas que contribuyan a la prevención y protección."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,2º,El derecho a la salud y la prevención en el consumo de drogas.,"Promueve valores y habilidades para desarrollar la autoestima, la autorregulación, el autocuidado y la asertividad para prevenir el consumo de drogas y demanda el derecho a la salud integral."
"Ética, Naturaleza y Sociedades",Formación Cívica y Ética,3º,El derecho a la salud y la prevención en el consumo de drogas.,"Toma decisiones autónomas, responsables y comprometidas para prevenir el consumo de drogas y denuncia situaciones que atentan contra la salud."
De lo humano y lo comunitario,Tecnología,1º,"Herramientas, máquinas e instrumentos, como extensión corporal, en la satisfacción continua de intereses y necesidades humanas.","Explora las posibilidades corporales y la delegación de funciones en herramientas, máquinas, instrumentos y formas de organización para identificar sus funciones y procesos de cambio técnico, en la satisfacción de intereses y necesidades de diversas sociedades."
De lo humano y lo comunitario,Tecnología,2º,"Herramientas, máquinas e instrumentos, como extensión corporal, en la satisfacción continua de intereses y necesidades humanas.","Analiza las herramientas, máquinas, instrumentos y formas de organización, como una extensión de las posibilidades corporales para solucionar problemas en diversos contextos."
De lo humano y lo comunitario,Tecnología,3º,"Herramientas, máquinas e instrumentos, como extensión corporal, en la satisfacción continua de intereses y necesidades humanas.","Amplía sus posibilidades corporales por medio del conocimiento y habilidades en el manejo de herramientas, máquinas, instrumentos y formas de organización en procesos técnicos comunitarios, para favorecer la inclusión y la sustentabilidad."
